"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"Risk Management Maturity : A Multidimensional Model"	"9781003330905; 9781032362380; 9781032362366"	"10.4324/9781003330905"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58518/1/9781000818666.pdf"	"Bąk, Sylwia"	"20.500.12657/58518"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-09-23T15:13:20Z"	""	""	""	""	""	"F"	""
"The Dynamics of Influencer Marketing : A Multidisciplinary Approach"	"9781003134176; 9780367678906; 9780367680916; 9781000686937"	"10.4324/9781003134176"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57750/1/9781000686937.pdf"	""	"20.500.12657/57750"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-08-03T09:18:34Z"	"24"	""	"Alvarez-Monzoncillo, Jose M."	""	""	"F"	""
"Make Capitalism History : A Practical Framework for Utopia and the Transformation of Society"	"9783031146459; 9783031146459"	"10.1007/978-3-031-14645-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60838/1/978-3-031-14645-9.pdf"	"Sutterlütti, Simon"	"20.500.12657/60838"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:37Z"	""	""	""	""	""	"F"	""
"Transdisciplinarity in Financial Communication : Writing for Target Readers"	"9783031291159; 9783031291159; 9783031291142"	"10.1007/978-3-031-29115-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62958/1/978-3-031-29115-9.pdf"	"Whitehouse, Marlies"	"20.500.12657/62958"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:05:27Z"	""	""	""	""	""	"F"	""
"Navigating Prosperity and Security in East Asia"	"9781760465667; 9781760465667; 9781760465650"	"10.22459/NPSEA.2023"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63887/1/book.pdf"	""	"20.500.12657/63887"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"ANU Press"	"monograph"	"2023"	"2023-07-12T14:25:04Z"	""	""	"Armstrong, Shiro"	""	""	"F"	""
"Leading a Business School"	"9781000835823; 9781000835823; 9781003178125; 9781032013107; 9781032013091"	"10.4324/9781003178125"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76009/1/9781000835823.pdf"	"Davies, Julie"	"20.500.12657/76009"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:45:31Z"	""	""	""	""	""	"F"	""
"History of Innovative Entrepreneurs in Japan"	"9789811994548; 9789811994548; 9789811994531"	"10.1007/978-981-19-9454-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62449/1/978-981-19-9454-8.pdf"	"Kikkawa, Takeo"	"20.500.12657/62449"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:05:39Z"	""	""	""	""	""	"F"	""
"Labour Control and Union Agency in Global Production Networks : A Case Study of the Bangalore Export-garment Cluster"	"9783031273872; 9783031273872; 9783031273865"	"10.1007/978-3-031-27387-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62415/1/978-3-031-27387-2.pdf"	"López, Tatiana"	"20.500.12657/62415"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:04:36Z"	""	""	""	""	""	"F"	""
"Urban and Regional Cooperation and Development : Challenges and Strategies for the Planning and Development of the Guangdong–Macao Intensive Cooperation Zone in Hengqin Island"	"9789811980619; 9789811980619"	"10.1007/978-981-19-8061-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60197/1/978-981-19-8061-9.pdf"	"Zhou, Long"	"20.500.12657/60197"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:41:06Z"	""	""	""	""	""	"F"	""
"Robots and AI : A New Economic Era"	"9781000626483; 9781000626483; 9781032230665; 9781003275534; 9781032230672"	"10.4324/9781003275534"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/55791/1/9781000626483.pdf"	""	"20.500.12657/55791"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2022-05-31T14:14:40Z"	""	""	"Ing, Lili Yan"	""	""	"F"	""
"Self-Organised Schools : Educational Leadership and Innovative Learning Environments"	"9781000643459; 9781000643459; 9781032132341; 9781032132372; 9781003228264"	"10.4324/9781003228264"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57614/1/9781000643459.pdf"	"De Toni, Alberto F."	"20.500.12657/57614"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2022-07-22T12:08:24Z"	""	""	""	""	""	"F"	""
"Healthcare and Disease Burden in Africa : The Impact of Socioeconomic Factors on Public Health"	"9783031197192; 9783031197192; 9783031197185"	"10.1007/978-3-031-19719-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62381/1/978-3-031-19719-2.pdf"	"Niohuru, Ilha"	"20.500.12657/62381"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:03:18Z"	""	""	""	""	""	"F"	""
"Entrepreneurial Theorizing : An Approach to Research"	"9783031240454; 9783031240454"	"10.1007/978-3-031-24045-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60804/1/978-3-031-24045-4.pdf"	"Shepherd, Dean A."	"20.500.12657/60804"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:53:49Z"	""	""	""	""	""	"F"	""
"Digital and Strategic Innovation for Alpine Health Tourism : Natural Resources, Digital Tools and Innovation Practices from HEALPS 2 Project"	"9783031154577; 9783031154577"	"10.1007/978-3-031-15457-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59327/1/978-3-031-15457-7.pdf"	""	"20.500.12657/59327"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:19:22Z"	""	""	"Spoladore, Daniele"	""	""	"F"	""
"Public Procurement : Theory, Practices and Tools"	"9783031184901; 9783031184901; 9783031184895"	"10.1007/978-3-031-18490-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63934/1/978-3-031-18490-1.pdf"	""	"20.500.12657/63934"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:42:15Z"	""	""	"Grandia, Jolien"	""	""	"F"	""
"The Virtues of Green Marketing : A Constructive Take on Corporate Rhetoric"	"9783031329791; 9783031329791; 9783031329784"	"10.1007/978-3-031-32979-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63956/1/978-3-031-32979-1.pdf"	"Bengtson, Erik"	"20.500.12657/63956"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:43:10Z"	""	""	""	""	""	"F"	""
"More Than Fiscal : The Intergenerational Report, Sustainability and Public Policy in Australia"	"9781760465780; 9781760465780; 9781760465773"	"10.22459/MF.2023"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63886/1/book.pdf"	""	"20.500.12657/63886"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"ANU Press"	"monograph"	"2023"	"2023-07-12T14:24:55Z"	""	""	"Hall, Jane"	""	""	"F"	""
"The Future of Work : Challenges and Prospects for Organisations, Jobs and Workers"	"9783031314940; 9783031314940; 9783031314933"	"10.1007/978-3-031-31494-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75384/1/978-3-031-31494-0.pdf"	""	"20.500.12657/75384"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:55:06Z"	""	""	"Lynn, Theo"	""	""	"F"	""
"Contemporary Research on Management and Business : Proceedings of the International Seminar of Contemporary Research on Business and Management (ISCRBM 2021), 18 December 2021, Jakarta, Indonesia"	"9781003295952; 9781032282619; 9781032282596; 9781000777840"	"10.1201/9781003295952"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57755/1/9781000777840.pdf"	""	"20.500.12657/57755"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-08-03T10:32:04Z"	""	""	"Noviaristanti, Siska"	""	""	"F"	""
"The Job Ladder : Transforming Informal Work and Livelihoods in Developing Countries"	"9780192867339"	"10.1093/oso/9780192867339.001.0001"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62892/1/9780192867339.pdf"	""	"20.500.12657/62892"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"Oxford University Press"	"monograph"	"2023"	"2023-05-02T13:05:00Z"	""	""	"Fields, Gary S."	""	""	"F"	""
"Digital Innovations for a Circular Plastic Economy in Africa"	"9781000915860; 9781003278443; 9781032244099; 9781032244105"	"10.4324/9781003278443"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63152/1/9781000915860.pdf"	""	"20.500.12657/63152"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-05-25T13:41:10Z"	""	""	"Oyinlola, Muyiwa"	""	""	"F"	""
"Linkage Power Europe : The EU’s Trade Negotiations with China (1975-2019)"	"9781000889468; 9781032410333; 9781003355915; 9781032410326"	"10.4324/9781003355915"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61978/1/9781000889468.pdf"	"Xiaotong, Zhang"	"20.500.12657/61978"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-03-22T08:40:52Z"	""	""	""	""	""	"F"	""
"Taxation in the Digital Economy : New Models in Asia and the Pacific"	"9781003196020; 9781032051000; 9781032051048; 9781000636499"	"10.4324/9781003196020"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57262/1/9781000636499.pdf"	""	"20.500.12657/57262"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-07-07T09:37:12Z"	"171"	""	"Hendriyetty, Nella"	""	""	"F"	""
"Models in Microeconomic Theory : Expanded Second Edition (He)"	"9781805111269; 9781805111245; 9781805111252"	"10.11647/OBP.0362"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63820/1/9781805111269.pdf"	"Osborne, Martin"	"20.500.12657/63820"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-07-05T09:16:14Z"	""	""	""	""	""	"F"	""
"Models in Microeconomic Theory : Expanded Second Edition (She)"	"9781805111238; 9781805111214; 9781805111221"	"10.11647/OBP.0361"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63819/1/9781805111238.pdf"	"Osborne, Martin"	"20.500.12657/63819"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-07-05T09:09:07Z"	""	""	""	""	""	"F"	""
"Franklin Ford Collection"	"9781951399191; 9781951399221; 9781951399214; 9781951399207"	"10.32376/3f8575cb.80aee30a"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75207/8/franklin-ford-collection.pdf"	""	"20.500.12657/75207"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"mediastudies.press"	"monograph"	"2023"	"2023-08-07T13:31:10Z"	""	""	"Trudel, Dominique"	""	""	"F"	""
"Urban Water Demand Management : A Guidebook for ASEAN"	"9789811986772; 9789811986772; 9789811986765"	"10.1007/978-981-19-8677-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63606/1/978-981-19-8677-2.pdf"	"Ong, Corinne"	"20.500.12657/63606"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:30:47Z"	""	""	""	""	""	"F"	""
"Engaging urban research in policy making : Towards equitable economic growth. A partnership between Cities Alliance, AURI, REDEUS_LAC and N-AERUS"	"9783798332270; 9783798332270"	"10.14279/depositonce-12751"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62253/1/9783798332270.pdf"	""	"20.500.12657/62253"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Universitätsverlag der Technischen Universität Berlin"	"monograph"	"2023"	"2023-04-04T10:04:55Z"	""	""	"Alfaro d'Alençon, Paola"	""	""	"F"	""
"The Business of Hope : Professional Fundraising in Neoliberal Canada"	"9783031188374; 9783031188374; 9783031188367"	"10.1007/978-3-031-18837-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62967/1/978-3-031-18837-4.pdf"	"Raddon, Mary-Beth"	"20.500.12657/62967"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:05:43Z"	""	""	""	""	""	"F"	""
"Advanced Digital Auditing : Theory and Practice of Auditing Complex Information Systems and Technologies"	"9783031110894; 9783031110894"	"10.1007/978-3-031-11089-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59385/1/978-3-031-11089-4.pdf"	""	"20.500.12657/59385"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:21:04Z"	""	""	"Berghout, Egon"	""	""	"F"	""
"The Era of Longevity : Transformation of Aging, Health and Wealth"	"9789811967849; 9789811967849; 9789811967832"	"10.1007/978-981-19-6784-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62438/1/978-981-19-6784-9.pdf"	"Chen, Dongsheng"	"20.500.12657/62438"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:05:17Z"	""	""	""	""	""	"F"	""
"Modernization with Chinese Characteristics and Great Power"	"9789819933976; 9789819933976; 9789819933969"	"10.1007/978-981-99-3397-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63942/1/978-981-99-3397-6.pdf"	"Hu, Angang"	"20.500.12657/63942"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:42:33Z"	""	""	""	""	""	"F"	""
"Proceedings of the Second International Forum on Financial Mathematics and Financial Technology"	"9789819923663; 9789819923663; 9789819923656"	"10.1007/978-981-99-2366-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75432/1/978-981-99-2366-3.pdf"	""	"20.500.12657/75432"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:57:22Z"	""	""	"Zheng, Zhiyong"	""	""	"F"	""
"Methodological Approaches for Workplace Research and Management"	"9781000892628; 9781000892628; 9781032256153; 9781032267685; 9781003289845"	"10.1201/9781003289845"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76030/1/9781000892628.pdf"	""	"20.500.12657/76030"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T10:27:36Z"	""	""	"Tagliaro, Chiara"	""	""	"F"	""
"International Trade Regulation : Evolving Dynamics and Shifting Foundations"	"9781000875379; 9781003275510; 9781032230528; 9781032230641"	"10.4324/9781003275510"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61584/1/9781000875379.pdf"	"Wang, Zhiqiong June"	"20.500.12657/61584"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-02-28T12:07:34Z"	""	""	""	""	""	"F"	""
"Climate Change, Radical Uncertainty and Hope : Theology and Economics in Conversation"	"9789048558483; 9789048558476"	"10.5117/9789048558476"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61369/1/9789048558483.pdf"	"Hasselaar, Jan Jorrit"	"20.500.12657/61369"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-02-17T13:52:05Z"	""	""	""	""	""	"F"	""
"The Marketisation of Welfare-To-Work in Ireland : Governing Activation at the Street-Level"	"9781447367079; 9781447367062; 9781447367055"	"10.47674/9781447367079"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61733/1/9781447367079.pdf; https://library.oapen.org/bitstream/20.500.12657/61733/2/9781447367062_EPUB.epub"	"McGann, Michael"	"20.500.12657/61733"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Policy Press"	"monograph"	"2023"	"2023-03-17T13:33:23Z"	""	""	""	""	""	"F"	""
"Enough! : A Modest Political Ecology for an Uncertain Future"	"9781788216210; 9781788216203"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63219/1/9781788216210_WEB.pdf"	"Lawhon, Mary"	"20.500.12657/63219"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Agenda Publishing Limited"	"monograph"	"2023"	"2023-06-06T08:27:02Z"	""	""	""	""	""	"F"	""
"Co-designing Infrastructures : Community collaboration for liveable cities"	"9781800082229; 9781800082236; 9781800082243; 9781800082250"	"10.14324/111.9781800082229"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62578/1/9781800082229.pdf"	"Bell, Sarah"	"20.500.12657/62578"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-04-26T11:20:39Z"	""	""	""	""	""	"F"	""
"Arctic Justice : Environment, Society and Governance"	"9781529224832; 9781529224825; 9781529224818"	"10.47674/9781529224832"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62523/1/9781529224832.pdf; https://library.oapen.org/bitstream/20.500.12657/62523/2/9781529224825_epub.epub"	""	"20.500.12657/62523"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bristol University Press"	"monograph"	"2023"	"2023-04-21T13:21:58Z"	""	""	"Wood-Donnelly, Corine"	""	""	"F"	""
"Unpaid Work in Nursing Homes : Flexible Boundaries"	"9781447366188; 9781447366171; 9781447366164"	"10.47674/9781447366188"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62914/1/9781447366188.pdf; https://library.oapen.org/bitstream/20.500.12657/62914/2/9781447366171_EPUB.epub"	""	"20.500.12657/62914"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Policy Press"	"monograph"	"2023"	"2023-05-08T10:12:13Z"	""	""	"armstrong, Pat"	""	""	"F"	""
"Resilience and Food Security in a Food Systems Context"	"9783031235351; 9783031235351; 9783031235344"	"10.1007/978-3-031-23535-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62394/1/978-3-031-23535-1.pdf"	""	"20.500.12657/62394"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:03:48Z"	""	""	"Béné, Christophe"	""	""	"F"	""
"Information and Communication Technologies in Tourism 2023 : Proceedings of the ENTER 2023 eTourism Conference, January 18-20, 2023"	"9783031257520; 9783031257520"	"10.1007/978-3-031-25752-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61301/1/978-3-031-25752-0.pdf"	""	"20.500.12657/61301"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-02-13T17:27:43Z"	""	""	"Ferrer-Rosell, Berta"	""	""	"F"	""
"Urbanizing the Regional Sector to Strengthen Economy and Business to Recover from Recession : Proceedings of the 5th International Research Conference on Economics and Business (IRCEB 2021), Malang, Indonesia, 10–11 November 2021"	"9781000830545; 9781000830545; 9781003303336; 9781032300719; 9781032300702"	"10.1201/9781003303336"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76032/1/9781000830545.pdf"	""	"20.500.12657/76032"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T10:27:44Z"	""	""	"Herdiani, Aulia"	""	""	"F"	""
"Performing Sustainability in West Africa : Cultural Practices and Policies for Sustainable Development"	"9781003261025; 9781032198224; 9781032198231; 9781000755978"	"10.4324/9781003261025"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58080/1/9781000755978.pdf"	""	"20.500.12657/58080"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-09-02T09:05:40Z"	""	""	"Lettau, Meike"	""	""	"F"	""
"The Propagation of Misinformation in Social Media : A Cross-platform Analysis"	"9789048554249; 9789463720762"	"10.5117/9789463720762"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61940/1/9789048554249.pdf"	""	"20.500.12657/61940"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-03-20T10:54:55Z"	""	""	"Rogers, Richard"	""	""	"F"	""
"Introduction to Systems Biology : Workbook for Flipped-classroom Teaching"	"9781800644120; 9781800644106; 9781800644113"	"10.11647/OBP.0291"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61678/1/9781800644120.pdf"	"Sauter, Thomas"	"20.500.12657/61678"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-03-09T13:31:55Z"	""	""	""	""	""	"F"	""
"Disrupting the Patrón : Indigenous Land Rights and the Fight for Environmental Justice in Paraguay’s Chaco"	"9780520393110; 9780520393103"	"10.1525/luminos.151"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62298/1/disrupting-the-patron.pdf"	"Correia, Joel"	"20.500.12657/62298"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of California Press"	"monograph"	"2023"	"2023-04-07T09:48:06Z"	""	""	""	""	""	"F"	""
"Capitalizing a Cure : How Finance Controls the Price and Value of Medicines"	"9780520388727; 9780520388710"	"10.1525/luminos.141"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60995/1/capitalizing-a-cure.pdf"	"Roy, Victor"	"20.500.12657/60995"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of California Press"	"monograph"	"2023"	"2023-01-30T09:28:22Z"	""	""	""	""	""	"F"	""
"Prosperity in the Twenty-First Century : Concepts, models and metrics"	"9781800084452; 9781800084469; 9781800084476; 9781800084483; 9781800084490"	"10.14324/111.9781800084452"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63666/1/9781800084452.pdf"	""	"20.500.12657/63666"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-06-22T14:35:39Z"	""	""	"Moore, Henrietta L."	""	""	"F"	""
"Ökologische Krisen und Ökologien der Kritik"	"9783991060864"	"10.15203/99106-086-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60316/1/10.15203-99106-086-4.pdf"	""	"20.500.12657/60316"	""	"full text"	"Publication licence: All rights reserved"	"innsbruck university press"	"monograph"	"2023"	"2022-12-21T10:39:43Z"	""	""	"Beinsteiner, Andreas"	""	""	"F"	""
"The Riddle of Literary Quality : A Computational Approach"	"9789048558155; 9789048558148"	"10.5117/9789048558148"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63705/1/9789048558155.pdf"	"van Dalen-Oskam, Karina"	"20.500.12657/63705"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-06-29T10:15:00Z"	""	""	""	""	""	"F"	""
"A Realist Philosophy of Economics"	"9781529234435; 9781529234428; 9781529234404"	"10.47674/9781529234435"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76143/1/9781529234435.pdf; https://library.oapen.org/bitstream/20.500.12657/76143/2/9781529234428.epub"	"Mittermaier, Karl"	"20.500.12657/76143"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bristol University Press"	"monograph"	"2023"	"2023-09-06T08:04:00Z"	""	""	""	""	""	"F"	""
"Pathways in Decentralised Collective Bargaining in Europe"	"9789048560240; 9789048560233"	"10.5117/9789048560233"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75842/1/9789048560240.pdf"	""	"20.500.12657/75842"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-08-28T11:38:32Z"	""	""	"Tros, Frank"	""	""	"F"	""
"Humanistic Governance in Democratic Organizations : The Cooperative Difference"	"9783031174032; 9783031174032"	"10.1007/978-3-031-17403-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61288/1/978-3-031-17403-2.pdf"	""	"20.500.12657/61288"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-02-13T17:27:18Z"	""	""	"Novković, Sonja"	""	""	"F"	""
